1,s,2.703587356
2,v,0.968832616
3,y,1.388403402
4,e,5.064616217
5,b,3.784709318
6,j,6.958225792
7,e,6.16834996
8,c,6.506293703
9,t,9.54314266
10,d,8.641408247
11,n,12.04621605
12,s,11.41793101
13,b,11.91903605
14,e,12.58060878
15,n,16.05651661
16,a,17.92008876
17,b,15.15384543
18,k,18.38714134
19,n,17.22301149
20,u,21.90281621
21,e,21.05895196
22,i,22.98449535
23,o,22.62961765
24,p,23.38779924
25,w,24.57478503
26,r,24.23784163
27,t,28.67936503
28,a,29.46126363
29,b,28.85640194
30,j,31.07389201
